# locale(s)	input	(output)
# entities to leave unedited
en-AU	labour party	labor party
en-GB,en-AU,en-IE,en-NZ	belabored	belaboured
en-GB,en-AU,en-IE,en-NZ	belaboring	belabouring
en-GB,en-AU,en-IE,en-NZ	belabors	belabours
en-GB,en-AU,en-IE,en-NZ	beveled	bevelled
en-GB,en-AU,en-IE,en-NZ	bevies	bevvies
en-GB,en-AU,en-IE,en-NZ	bevy	bevvy
en-GB,en-AU,en-IE,en-NZ	biased	biassed
en-GB,en-AU,en-IE,en-NZ	biasing	biassing
en-GB,en-AU,en-IE,en-NZ	binging	bingeing
en-GB,en-AU,en-IE,en-NZ	bougainvillea	bougainvillaea
en-GB,en-AU,en-IE,en-NZ	bougainvilleas	bougainvillaeas
en-GB,en-AU,en-IE,en-NZ	bowdlerize	bowdlerise
en-GB,en-AU,en-IE,en-NZ	bowdlerized	bowdlerised
en-GB,en-AU,en-IE,en-NZ	bowdlerizes	bowdlerises
en-GB,en-AU,en-IE,en-NZ	bowdlerizing	bowdlerising
en-GB,en-AU,en-IE,en-NZ	breathalyze	breathalyse
en-GB,en-AU,en-IE,en-NZ	breathalyzed	breathalysed
en-GB,en-AU,en-IE,en-NZ	breathalyzer	breathalyser
en-GB,en-AU,en-IE,en-NZ	breathalyzers	breathalysers
en-GB,en-AU,en-IE,en-NZ	breathalyzes	breathalyses
en-GB,en-AU,en-IE,en-NZ	breathalyzing	breathalysing
en-GB,en-AU,en-IE,en-NZ	brutalize	brutalise
en-GB,en-AU,en-IE,en-NZ	brutalized	brutalised
en-GB,en-AU,en-IE,en-NZ	brutalizes	brutalises
en-GB,en-AU,en-IE,en-NZ	brutalizing	brutalising
en-GB,en-AU,en-IE,en-NZ	busses	buses
en-GB,en-AU,en-IE,en-NZ	bussing	busing
en-GB,en-AU,en-IE,en-NZ	caliber	calibre
en-GB,en-AU,en-IE,en-NZ	calibers	calibres
en-GB,en-AU,en-IE,en-NZ	caliper	calliper
en-GB,en-AU,en-IE,en-NZ	calipers	callipers
en-GB,en-AU,en-IE,en-NZ	calisthenics	callisthenics
en-GB,en-AU,en-IE,en-NZ	canalize	canalise
en-GB,en-AU,en-IE,en-NZ	canalized	canalised
en-GB,en-AU,en-IE,en-NZ	canalizes	canalises
en-GB,en-AU,en-IE,en-NZ	canalizing	canalising
en-GB,en-AU,en-IE,en-NZ	cancelation	cancellation
en-GB,en-AU,en-IE,en-NZ	cancelations	cancellations
en-GB,en-AU,en-IE,en-NZ	canceled	cancelled
en-GB,en-AU,en-IE,en-NZ	canceling	cancelling
en-GB,en-AU,en-IE,en-NZ	candor	candour
en-GB,en-AU,en-IE,en-NZ	cannibalize	cannibalise
en-GB,en-AU,en-IE,en-NZ	cannibalized	cannibalised
en-GB,en-AU,en-IE,en-NZ	cannibalizes	cannibalises
en-GB,en-AU,en-IE,en-NZ	cannibalizing	cannibalising
en-GB,en-AU,en-IE,en-NZ	canonize	canonise
en-GB,en-AU,en-IE,en-NZ	canonized	canonised
en-GB,en-AU,en-IE,en-NZ	canonizes	canonises
en-GB,en-AU,en-IE,en-NZ	canonizing	canonising
en-GB,en-AU,en-IE,en-NZ	capitalize	capitalise
en-GB,en-AU,en-IE,en-NZ	capitalized	capitalised
en-GB,en-AU,en-IE,en-NZ	capitalizes	capitalises
en-GB,en-AU,en-IE,en-NZ	capitalizing	capitalising
en-GB,en-AU,en-IE,en-NZ	caramelize	caramelise
en-GB,en-AU,en-IE,en-NZ	caramelized	caramelised
en-GB,en-AU,en-IE,en-NZ	caramelizes	caramelises
en-GB,en-AU,en-IE,en-NZ	caramelizing	caramelising
en-GB,en-AU,en-IE,en-NZ	carbonize	carbonise
en-GB,en-AU,en-IE,en-NZ	carbonized	carbonised
en-GB,en-AU,en-IE,en-NZ	carbonizes	carbonises
en-GB,en-AU,en-IE,en-NZ	carbonizing	carbonising
en-GB,en-AU,en-IE,en-NZ	caroled	carolled
en-GB,en-AU,en-IE,en-NZ	caroling	carolling
en-GB,en-AU,en-IE,en-NZ	catalog	catalogue
en-GB,en-AU,en-IE,en-NZ	cataloged	catalogued
en-GB,en-AU,en-IE,en-NZ	cataloging	cataloguing
en-GB,en-AU,en-IE,en-NZ	catalogs	catalogues
en-GB,en-AU,en-IE,en-NZ	catalyze	catalyse
en-GB,en-AU,en-IE,en-NZ	catalyzed	catalysed
en-GB,en-AU,en-IE,en-NZ	catalyzes	catalyses
en-GB,en-AU,en-IE,en-NZ	catalyzing	catalysing
en-GB,en-AU,en-IE,en-NZ	categorize	categorise
en-GB,en-AU,en-IE,en-NZ	categorized	categorised
en-GB,en-AU,en-IE,en-NZ	categorizes	categorises
en-GB,en-AU,en-IE,en-NZ	categorizing	categorising
en-GB,en-AU,en-IE,en-NZ	cauterize	cauterise
en-GB,en-AU,en-IE,en-NZ	cauterized	cauterised
en-GB,en-AU,en-IE,en-NZ	cauterizes	cauterises
en-GB,en-AU,en-IE,en-NZ	cauterizing	cauterising
en-GB,en-AU,en-IE,en-NZ	caviled	cavilled
en-GB,en-AU,en-IE,en-NZ	caviling	cavilling
en-GB,en-AU,en-IE,en-NZ,en-CA	center	centre
en-GB,en-AU,en-IE,en-NZ,en-CA	centered	centred
en-GB,en-AU,en-IE,en-NZ	centerfold	centrefold
en-GB,en-AU,en-IE,en-NZ	centerfolds	centrefolds
en-GB,en-AU,en-IE,en-NZ	centerpiece	centrepiece
en-GB,en-AU,en-IE,en-NZ	centerpieces	centrepieces
en-GB,en-AU,en-IE,en-NZ,en-CA	centers	centres
en-GB,en-AU,en-IE,en-NZ	centigram	centigramme
en-GB,en-AU,en-IE,en-NZ	centigrams	centigrammes
en-GB,en-AU,en-IE,en-NZ	centiliter	centilitre
en-GB,en-AU,en-IE,en-NZ	centiliters	centilitres
en-GB,en-AU,en-IE,en-NZ	centimeter	centimetre
en-GB,en-AU,en-IE,en-NZ	centimeters	centimetres
en-GB,en-AU,en-IE,en-NZ	centralize	centralise
en-GB,en-AU,en-IE,en-NZ	centralized	centralised
en-GB,en-AU,en-IE,en-NZ	centralizes	centralises
en-GB,en-AU,en-IE,en-NZ	centralizing	centralising
en-GB,en-AU,en-IE,en-NZ	cesarean	caesarean
en-GB,en-AU,en-IE,en-NZ	cesareans	caesareans
en-GB,en-AU,en-IE,en-NZ	channeled	channelled
en-GB,en-AU,en-IE,en-NZ	channeling	channelling
en-GB,en-AU,en-IE,en-NZ	characterize	characterise
en-GB,en-AU,en-IE,en-NZ	characterized	characterised
en-GB,en-AU,en-IE,en-NZ	characterizes	characterises
en-GB,en-AU,en-IE,en-NZ	characterizing	characterising
en-GB,en-AU,en-IE,en-NZ	check	cheque
en-GB,en-AU,en-IE,en-NZ	checkbook	chequebook
en-GB,en-AU,en-IE,en-NZ	checkbooks	chequebooks
en-GB,en-AU,en-IE,en-NZ	checkered	chequered
en-GB,en-AU,en-IE,en-NZ	checks	cheques
en-GB,en-AU,en-IE,en-NZ	chili	chilli
en-GB,en-AU,en-IE,en-NZ	chimera	chimaera
en-GB,en-AU,en-IE,en-NZ	chimeras	chimaeras
en-GB,en-AU,en-IE,en-NZ	chiseled	chiselled
en-GB,en-AU,en-IE,en-NZ	chiseling	chiselling
en-GB,en-AU,en-IE,en-NZ	cipher	cypher
en-GB,en-AU,en-IE,en-NZ	ciphers	cyphers
en-GB,en-AU,en-IE,en-NZ	circularize	circularise
en-GB,en-AU,en-IE,en-NZ	circularized	circularised
en-GB,en-AU,en-IE,en-NZ	circularizes	circularises
en-GB,en-AU,en-IE,en-NZ	circularizing	circularising
en-GB,en-AU,en-IE,en-NZ	civilize	civilise
en-GB,en-AU,en-IE,en-NZ	civilized	civilised
en-GB,en-AU,en-IE,en-NZ	civilizes	civilises
en-GB,en-AU,en-IE,en-NZ	civilizing	civilising
en-GB,en-AU,en-IE,en-NZ	clamor	clamour
en-GB,en-AU,en-IE,en-NZ	clamored	clamoured
en-GB,en-AU,en-IE,en-NZ	clamoring	clamouring
en-GB,en-AU,en-IE,en-NZ	clamors	clamours
en-GB,en-AU,en-IE,en-NZ	clangor	clangour
en-GB,en-AU,en-IE,en-NZ	clarinetist	clarinettist
en-GB,en-AU,en-IE,en-NZ	clarinetists	clarinettists
en-GB,en-AU,en-IE,en-NZ	collectivize	collectivise
en-GB,en-AU,en-IE,en-NZ	collectivized	collectivised
en-GB,en-AU,en-IE,en-NZ	collectivizes	collectivises
en-GB,en-AU,en-IE,en-NZ	collectivizing	collectivising
en-GB,en-AU,en-IE,en-NZ	colonization	colonisation
en-GB,en-AU,en-IE,en-NZ	colonize	colonise
en-GB,en-AU,en-IE,en-NZ	colonized	colonised
en-GB,en-AU,en-IE,en-NZ	colonizer	coloniser
en-GB,en-AU,en-IE,en-NZ	colonizers	colonisers
en-GB,en-AU,en-IE,en-NZ	colonizes	colonises
en-GB,en-AU,en-IE,en-NZ	colonizing	colonising
en-GB,en-AU,en-IE,en-NZ,en-CA	color	colour
en-GB,en-AU,en-IE,en-NZ,en-CA	colorant	colourant
en-GB,en-AU,en-IE,en-NZ,en-CA	colorants	colourants
en-GB,en-AU,en-IE,en-NZ,en-CA	colored	coloured
en-GB,en-AU,en-IE,en-NZ,en-CA	coloreds	coloureds
en-GB,en-AU,en-IE,en-NZ,en-CA	colorful	colourful
en-GB,en-AU,en-IE,en-NZ,en-CA	colorfully	colourfully
en-GB,en-AU,en-IE,en-NZ,en-CA	coloring	colouring
en-GB,en-AU,en-IE,en-NZ,en-CA	colorize	colourize
en-GB,en-AU,en-IE,en-NZ,en-CA	colorized	colourized
en-GB,en-AU,en-IE,en-NZ,en-CA	colorizes	colourizes
en-GB,en-AU,en-IE,en-NZ,en-CA	colorizing	colourizing
en-GB,en-AU,en-IE,en-NZ,en-CA	colorless	colourless
en-GB,en-AU,en-IE,en-NZ,en-CA	colors	colours
en-GB,en-AU,en-IE,en-NZ	commercialize	commercialise
en-GB,en-AU,en-IE,en-NZ	commercialized	commercialised
en-GB,en-AU,en-IE,en-NZ	commercializes	commercialises
en-GB,en-AU,en-IE,en-NZ	commercializing	commercialising
en-GB,en-AU,en-IE,en-NZ	compartmentalize	compartmentalise
en-GB,en-AU,en-IE,en-NZ	compartmentalized	compartmentalised
en-GB,en-AU,en-IE,en-NZ	compartmentalizes	compartmentalises
en-GB,en-AU,en-IE,en-NZ	compartmentalizing	compartmentalising
en-GB,en-AU,en-IE,en-NZ	computerize	computerise
en-GB,en-AU,en-IE,en-NZ	computerized	computerised
en-GB,en-AU,en-IE,en-NZ	computerizes	computerises
en-GB,en-AU,en-IE,en-NZ	computerizing	computerising
en-GB,en-AU,en-IE,en-NZ	conceptualize	conceptualise
en-GB,en-AU,en-IE,en-NZ	conceptualized	conceptualised
en-GB,en-AU,en-IE,en-NZ	conceptualizes	conceptualises
en-GB,en-AU,en-IE,en-NZ	conceptualizing	conceptualising
en-GB,en-AU,en-IE,en-NZ	connection	connexion
en-GB,en-AU,en-IE,en-NZ	connections	connexions
en-GB,en-AU,en-IE,en-NZ	contextualize	contextualise
en-GB,en-AU,en-IE,en-NZ	contextualized	contextualised
en-GB,en-AU,en-IE,en-NZ	contextualizes	contextualises
en-GB,en-AU,en-IE,en-NZ	contextualizing	contextualising
en-GB,en-AU,en-IE,en-NZ	councilor	councillor
en-GB,en-AU,en-IE,en-NZ	councilors	councillors
en-GB,en-AU,en-IE,en-NZ	counseled	counselled
en-GB,en-AU,en-IE,en-NZ	counseling	counselling
en-GB,en-AU,en-IE,en-NZ	counselor	counsellor
en-GB,en-AU,en-IE,en-NZ	counselors	counsellors
en-GB,en-AU,en-IE,en-NZ	cozier	cosier
en-GB,en-AU,en-IE,en-NZ	cozies	cosies
en-GB,en-AU,en-IE,en-NZ	coziest	cosiest
en-GB,en-AU,en-IE,en-NZ	cozily	cosily
en-GB,en-AU,en-IE,en-NZ	coziness	cosiness
en-GB,en-AU,en-IE,en-NZ	cozy	cosy
en-GB,en-AU,en-IE,en-NZ	crenelated	crenellated
en-GB,en-AU,en-IE,en-NZ	criminalize	criminalise
en-GB,en-AU,en-IE,en-NZ	criminalized	criminalised
en-GB,en-AU,en-IE,en-NZ	criminalizes	criminalises
en-GB,en-AU,en-IE,en-NZ	criminalizing	criminalising
en-GB,en-AU,en-IE,en-NZ	criticize	criticise
en-GB,en-AU,en-IE,en-NZ	criticized	criticised
en-GB,en-AU,en-IE,en-NZ	criticizes	criticises
en-GB,en-AU,en-IE,en-NZ	criticizing	criticising
en-GB,en-AU,en-IE,en-NZ	crueler	crueller
en-GB,en-AU,en-IE,en-NZ	cruelest	cruellest
en-GB,en-AU,en-IE,en-NZ	crystallization	crystallisation
en-GB,en-AU,en-IE,en-NZ	crystallize	crystallise
en-GB,en-AU,en-IE,en-NZ	crystallized	crystallised
en-GB,en-AU,en-IE,en-NZ	crystallizes	crystallises
en-GB,en-AU,en-IE,en-NZ	crystallizing	crystallising
en-GB,en-AU,en-IE,en-NZ	cudgeled	cudgelled
en-GB,en-AU,en-IE,en-NZ	cudgeling	cudgelling
en-GB,en-AU,en-IE,en-NZ	customize	customise
en-GB,en-AU,en-IE,en-NZ	customized	customised
en-GB,en-AU,en-IE,en-NZ	customizes	customises
en-GB,en-AU,en-IE,en-NZ	customizing	customising
en-GB,en-AU,en-IE,en-NZ	decentralization	decentralisation
en-GB,en-AU,en-IE,en-NZ	decentralize	decentralise
en-GB,en-AU,en-IE,en-NZ	decentralized	decentralised
en-GB,en-AU,en-IE,en-NZ	decentralizes	decentralises
en-GB,en-AU,en-IE,en-NZ	decentralizing	decentralising
en-GB,en-AU,en-IE,en-NZ	decriminalization	decriminalisation
en-GB,en-AU,en-IE,en-NZ	decriminalize	decriminalise
en-GB,en-AU,en-IE,en-NZ	decriminalized	decriminalised
en-GB,en-AU,en-IE,en-NZ	decriminalizes	decriminalises
en-GB,en-AU,en-IE,en-NZ	decriminalizing	decriminalising
en-GB,en-AU,en-IE,en-NZ,en-CA	defense	defence
en-GB,en-AU,en-IE,en-NZ	defenseless	defenceless
en-GB,en-AU,en-IE,en-NZ,en-CA	defenses	defences
en-GB,en-AU,en-IE,en-NZ	dehumanization	dehumanisation
en-GB,en-AU,en-IE,en-NZ	dehumanize	dehumanise
en-GB,en-AU,en-IE,en-NZ	dehumanized	dehumanised
en-GB,en-AU,en-IE,en-NZ	dehumanizes	dehumanises
en-GB,en-AU,en-IE,en-NZ	dehumanizing	dehumanising
en-GB,en-AU,en-IE,en-NZ	demeanor	demeanour
en-GB,en-AU,en-IE,en-NZ	demilitarization	demilitarisation
en-GB,en-AU,en-IE,en-NZ	demilitarize	demilitarise
en-GB,en-AU,en-IE,en-NZ	demilitarized	demilitarised
en-GB,en-AU,en-IE,en-NZ	demilitarizes	demilitarises
en-GB,en-AU,en-IE,en-NZ	demilitarizing	demilitarising
en-GB,en-AU,en-IE,en-NZ	demobilization	demobilisation
en-GB,en-AU,en-IE,en-NZ	demobilize	demobilise
en-GB,en-AU,en-IE,en-NZ	demobilized	demobilised
en-GB,en-AU,en-IE,en-NZ	demobilizes	demobilises
en-GB,en-AU,en-IE,en-NZ	demobilizing	demobilising
en-GB,en-AU,en-IE,en-NZ	democratization	democratisation
en-GB,en-AU,en-IE,en-NZ	democratize	democratise
en-GB,en-AU,en-IE,en-NZ	democratized	democratised
en-GB,en-AU,en-IE,en-NZ	democratizes	democratises
en-GB,en-AU,en-IE,en-NZ	democratizing	democratising
en-GB,en-AU,en-IE,en-NZ	demonize	demonise
en-GB,en-AU,en-IE,en-NZ	demonized	demonised
en-GB,en-AU,en-IE,en-NZ	demonizes	demonises
en-GB,en-AU,en-IE,en-NZ	demonizing	demonising
en-GB,en-AU,en-IE,en-NZ	demoralization	demoralisation
en-GB,en-AU,en-IE,en-NZ	demoralize	demoralise
en-GB,en-AU,en-IE,en-NZ	demoralized	demoralised
en-GB,en-AU,en-IE,en-NZ	demoralizes	demoralises
en-GB,en-AU,en-IE,en-NZ	demoralizing	demoralising
en-GB,en-AU,en-IE,en-NZ	denationalization	denationalisation
en-GB,en-AU,en-IE,en-NZ	denationalize	denationalise
en-GB,en-AU,en-IE,en-NZ	denationalized	denationalised
en-GB,en-AU,en-IE,en-NZ	denationalizes	denationalises
en-GB,en-AU,en-IE,en-NZ	denationalizing	denationalising
en-GB,en-AU,en-IE,en-NZ	deodorize	deodorise
en-GB,en-AU,en-IE,en-NZ	deodorized	deodorised
en-GB,en-AU,en-IE,en-NZ	deodorizes	deodorises
en-GB,en-AU,en-IE,en-NZ	deodorizing	deodorising
en-GB,en-AU,en-IE,en-NZ	depersonalize	depersonalise
en-GB,en-AU,en-IE,en-NZ	depersonalized	depersonalised
en-GB,en-AU,en-IE,en-NZ	depersonalizes	depersonalises
en-GB,en-AU,en-IE,en-NZ	depersonalizing	depersonalising
en-GB,en-AU,en-IE,en-NZ	deputize	deputise
en-GB,en-AU,en-IE,en-NZ	deputized	deputised
en-GB,en-AU,en-IE,en-NZ	deputizes	deputises
en-GB,en-AU,en-IE,en-NZ	deputizing	deputising
en-GB,en-AU,en-IE,en-NZ	desensitization	desensitisation
en-GB,en-AU,en-IE,en-NZ	desensitize	desensitise
en-GB,en-AU,en-IE,en-NZ	desensitized	desensitised
en-GB,en-AU,en-IE,en-NZ	desensitizes	desensitises
en-GB,en-AU,en-IE,en-NZ	desensitizing	desensitising
en-GB,en-AU,en-IE,en-NZ	destabilization	destabilisation
en-GB,en-AU,en-IE,en-NZ	destabilize	destabilise
en-GB,en-AU,en-IE,en-NZ	destabilized	destabilised
en-GB,en-AU,en-IE,en-NZ	destabilizes	destabilises
en-GB,en-AU,en-IE,en-NZ	destabilizing	destabilising
en-GB,en-AU,en-IE,en-NZ	dialed	dialled
en-GB,en-AU,en-IE,en-NZ	dialing	dialling
en-GB,en-AU,en-IE,en-NZ	dialog	dialogue
en-GB,en-AU,en-IE,en-NZ	dialogs	dialogues
en-GB,en-AU,en-IE,en-NZ	diarrhea	diarrhoea
en-GB,en-AU,en-IE,en-NZ	digitize	digitise
en-GB,en-AU,en-IE,en-NZ	digitized	digitised
en-GB,en-AU,en-IE,en-NZ	digitizes	digitises
en-GB,en-AU,en-IE,en-NZ	digitizing	digitising
en-GB,en-AU,en-IE,en-NZ,en-CA	discolor	discolour
en-GB,en-AU,en-IE,en-NZ,en-CA	discolored	discoloured
en-GB,en-AU,en-IE,en-NZ,en-CA	discoloring	discolouring
en-GB,en-AU,en-IE,en-NZ,en-CA	discolors	discolours
en-GB,en-AU,en-IE,en-NZ	disemboweled	disembowelled
en-GB,en-AU,en-IE,en-NZ	disemboweling	disembowelling
en-GB,en-AU,en-IE,en-NZ	disfavor	disfavour
en-GB,en-AU,en-IE,en-NZ	disheveled	dishevelled
en-GB,en-AU,en-IE,en-NZ	dishonor	dishonour
en-GB,en-AU,en-IE,en-NZ	dishonorable	dishonourable
en-GB,en-AU,en-IE,en-NZ	dishonorably	dishonourably
en-GB,en-AU,en-IE,en-NZ	dishonored	dishonoured
en-GB,en-AU,en-IE,en-NZ	dishonoring	dishonouring
en-GB,en-AU,en-IE,en-NZ	dishonors	dishonours
en-GB,en-AU,en-IE,en-NZ	disk	disc
en-GB,en-AU,en-IE,en-NZ	disks	discs
en-GB,en-AU,en-IE,en-NZ	disorganization	disorganisation
en-GB,en-AU,en-IE,en-NZ	disorganized	disorganised
en-GB,en-AU,en-IE,en-NZ	distill	distil
en-GB,en-AU,en-IE,en-NZ	distills	distils
en-GB,en-AU,en-IE,en-NZ	draft	draught
en-GB,en-AU,en-IE,en-NZ	draftboard	draughtboard
en-GB,en-AU,en-IE,en-NZ	draftboards	draughtboards
en-GB,en-AU,en-IE,en-NZ	draftier	draughtier
en-GB,en-AU,en-IE,en-NZ	draftiest	draughtiest
en-GB,en-AU,en-IE,en-NZ	drafts	draughts
en-GB,en-AU,en-IE,en-NZ	draftsman	draughtsman
en-GB,en-AU,en-IE,en-NZ	draftsmanship	draughtsmanship
en-GB,en-AU,en-IE,en-NZ	draftsmen	draughtsmen
en-GB,en-AU,en-IE,en-NZ	draftswoman	draughtswoman
en-GB,en-AU,en-IE,en-NZ	draftswomen	draughtswomen
en-GB,en-AU,en-IE,en-NZ	drafty	draughty
en-GB,en-AU,en-IE,en-NZ	dramatization	dramatisation
en-GB,en-AU,en-IE,en-NZ	dramatizations	dramatisations
en-GB,en-AU,en-IE,en-NZ	dramatize	dramatise
en-GB,en-AU,en-IE,en-NZ	dramatized	dramatised
en-GB,en-AU,en-IE,en-NZ	dramatizes	dramatises
en-GB,en-AU,en-IE,en-NZ	dramatizing	dramatising
en-GB,en-AU,en-IE,en-NZ	driveled	drivelled
en-GB,en-AU,en-IE,en-NZ	driveling	drivelling
en-GB,en-AU,en-IE,en-NZ	dueled	duelled
en-GB,en-AU,en-IE,en-NZ	dueling	duelling
en-GB,en-AU,en-IE,en-NZ	economize	economise
en-GB,en-AU,en-IE,en-NZ	economized	economised
en-GB,en-AU,en-IE,en-NZ	economizes	economises
en-GB,en-AU,en-IE,en-NZ	economizing	economising
en-GB,en-AU,en-IE,en-NZ	edema	edoema
en-GB,en-AU,en-IE,en-NZ	editorialize	editorialise
en-GB,en-AU,en-IE,en-NZ	editorialized	editorialised
en-GB,en-AU,en-IE,en-NZ	editorializes	editorialises
en-GB,en-AU,en-IE,en-NZ	editorializing	editorialising
en-GB,en-AU,en-IE,en-NZ	eight story	eight storey
en-GB,en-AU,en-IE,en-NZ	empathize	empathise
en-GB,en-AU,en-IE,en-NZ	empathized	empathised
en-GB,en-AU,en-IE,en-NZ	empathizes	empathises
en-GB,en-AU,en-IE,en-NZ	empathizing	empathising
en-GB,en-AU,en-IE,en-NZ	emphasize	emphasise
en-GB,en-AU,en-IE,en-NZ	emphasized	emphasised
en-GB,en-AU,en-IE,en-NZ	emphasizes	emphasises
en-GB,en-AU,en-IE,en-NZ	emphasizing	emphasising
en-GB,en-AU,en-IE,en-NZ	enameled	enamelled
en-GB,en-AU,en-IE,en-NZ	enameling	enamelling
en-GB,en-AU,en-IE,en-NZ	enamored	enamoured
en-GB,en-AU,en-IE,en-NZ	encyclopedia	encyclopaedia
en-GB,en-AU,en-IE,en-NZ	encyclopedias	encyclopaedias
en-GB,en-AU,en-IE,en-NZ	encyclopedic	encyclopaedic
en-GB,en-AU,en-IE,en-NZ	endeavor	endeavour
en-GB,en-AU,en-IE,en-NZ	endeavored	endeavoured
en-GB,en-AU,en-IE,en-NZ	endeavoring	endeavouring
en-GB,en-AU,en-IE,en-NZ	endeavors	endeavours
en-GB,en-AU,en-IE,en-NZ	energize	energise
en-GB,en-AU,en-IE,en-NZ	energized	energised
en-GB,en-AU,en-IE,en-NZ	energizes	energises
en-GB,en-AU,en-IE,en-NZ	energizing	energising
en-GB,en-AU,en-IE,en-NZ	enroll	enrol
en-GB,en-AU,en-IE,en-NZ	enrolls	enrols
en-GB,en-AU,en-IE,en-NZ	enthrall	enthral
en-GB,en-AU,en-IE,en-NZ	enthralls	enthrals
en-GB,en-AU,en-IE,en-NZ	eon	aeon
en-GB,en-AU,en-IE,en-NZ	eons	aeons
en-GB,en-AU,en-IE,en-NZ	epaulet	epaulette
en-GB,en-AU,en-IE,en-NZ	epaulets	epaulettes
en-GB,en-AU,en-IE,en-NZ	epicenter	epicentre
en-GB,en-AU,en-IE,en-NZ	epicenters	epicentres
en-GB,en-AU,en-IE,en-NZ	epilog	epilogue
en-GB,en-AU,en-IE,en-NZ	epilogs	epilogues
en-GB,en-AU,en-IE,en-NZ	epitomize	epitomise
en-GB,en-AU,en-IE,en-NZ	epitomized	epitomised
en-GB,en-AU,en-IE,en-NZ	epitomizes	epitomises
en-GB,en-AU,en-IE,en-NZ	epitomizing	epitomising
en-GB,en-AU,en-IE,en-NZ	equalization	equalisation
en-GB,en-AU,en-IE,en-NZ	equalize	equalise
en-GB,en-AU,en-IE,en-NZ	equalized	equalised
en-GB,en-AU,en-IE,en-NZ	equalizer	equaliser
en-GB,en-AU,en-IE,en-NZ	equalizers	equalisers
en-GB,en-AU,en-IE,en-NZ	equalizes	equalises
en-GB,en-AU,en-IE,en-NZ	equalizing	equalising
en-GB,en-AU,en-IE,en-NZ	esophagus	oesophagus
en-GB,en-AU,en-IE,en-NZ	esophaguses	oesophaguses
en-GB,en-AU,en-IE,en-NZ	esthete	aesthete
en-GB,en-AU,en-IE,en-NZ	esthetes	aesthetes
en-GB,en-AU,en-IE,en-NZ	esthetic	aesthetic
en-GB,en-AU,en-IE,en-NZ	esthetically	aesthetically
en-GB,en-AU,en-IE,en-NZ	esthetics	aesthetics
en-GB,en-AU,en-IE,en-NZ	estrogen	oestrogen
en-GB,en-AU,en-IE,en-NZ	etiology	aetiology
en-GB,en-AU,en-IE,en-NZ	eulogize	eulogise
en-GB,en-AU,en-IE,en-NZ	eulogized	eulogised
en-GB,en-AU,en-IE,en-NZ	eulogizes	eulogises
en-GB,en-AU,en-IE,en-NZ	eulogizing	eulogising
en-GB,en-AU,en-IE,en-NZ	evangelize	evangelise
en-GB,en-AU,en-IE,en-NZ	evangelized	evangelised
en-GB,en-AU,en-IE,en-NZ	evangelizes	evangelises
en-GB,en-AU,en-IE,en-NZ	evangelizing	evangelising
en-GB,en-AU,en-IE,en-NZ	exorcize	exorcise
en-GB,en-AU,en-IE,en-NZ	exorcized	exorcised
en-GB,en-AU,en-IE,en-NZ	exorcizes	exorcises
en-GB,en-AU,en-IE,en-NZ	exorcizing	exorcising
en-GB,en-AU,en-IE,en-NZ	extemporization	extemporisation
en-GB,en-AU,en-IE,en-NZ	extemporize	extemporise
en-GB,en-AU,en-IE,en-NZ	extemporized	extemporised
en-GB,en-AU,en-IE,en-NZ	extemporizes	extemporises
en-GB,en-AU,en-IE,en-NZ	extemporizing	extemporising
en-GB,en-AU,en-IE,en-NZ	externalization	externalisation
en-GB,en-AU,en-IE,en-NZ	externalizations	externalisations
en-GB,en-AU,en-IE,en-NZ	externalize	externalise
en-GB,en-AU,en-IE,en-NZ	externalized	externalised
en-GB,en-AU,en-IE,en-NZ	externalizes	externalises
en-GB,en-AU,en-IE,en-NZ	externalizing	externalising
en-GB,en-AU,en-IE,en-NZ	factorize	factorise
en-GB,en-AU,en-IE,en-NZ	factorized	factorised
en-GB,en-AU,en-IE,en-NZ	factorizes	factorises
en-GB,en-AU,en-IE,en-NZ	factorizing	factorising
en-GB,en-AU,en-IE,en-NZ	familiarization	familiarisation
en-GB,en-AU,en-IE,en-NZ	familiarize	familiarise
en-GB,en-AU,en-IE,en-NZ	familiarized	familiarised
en-GB,en-AU,en-IE,en-NZ	familiarizes	familiarises
en-GB,en-AU,en-IE,en-NZ	familiarizing	familiarising
en-GB,en-AU,en-IE,en-NZ	fantasize	fantasise
en-GB,en-AU,en-IE,en-NZ	fantasized	fantasised
en-GB,en-AU,en-IE,en-NZ	fantasizes	fantasises
en-GB,en-AU,en-IE,en-NZ	fantasizing	fantasising
en-GB,en-AU,en-IE,en-NZ	favor	favour
en-GB,en-AU,en-IE,en-NZ	favorable	favourable
en-GB,en-AU,en-IE,en-NZ	favorably	favourably
en-GB,en-AU,en-IE,en-NZ	favored	favoured
en-GB,en-AU,en-IE,en-NZ	favoring	favouring
en-GB,en-AU,en-IE,en-NZ	favorite	favourite
en-GB,en-AU,en-IE,en-NZ	favorites	favourites
en-GB,en-AU,en-IE,en-NZ	favoritism	favouritism
en-GB,en-AU,en-IE,en-NZ	favors	favours
en-GB,en-AU,en-IE,en-NZ	fecal	faecal
en-GB,en-AU,en-IE,en-NZ	feces	faeces
en-GB,en-AU,en-IE,en-NZ	feminize	feminise
en-GB,en-AU,en-IE,en-NZ	feminized	feminised
en-GB,en-AU,en-IE,en-NZ	feminizes	feminises
en-GB,en-AU,en-IE,en-NZ	feminizing	feminising
